"시점","시도별","품목별",데이터
"2020. 05","전국","여관숙박료",98.68
"2020. 05","전국","콘도이용료",117.43
"2020. 05","전국","학교기숙사비",108.86
"2020. 05","전국","휴양시설이용료",125.60
"2020. 05","전국","목욕료",114.60
"2020. 05","전국","찜질방이용료",112.06
"2020. 05","전국","이용료",106.57
"2020. 05","전국","미용료",109.68
"2020. 05","전국","뷰티미용료",108.48
"2020. 05","전국","산후조리원이용료",107.65
"2020. 05","전국","보험서비스료",165.29
"2020. 05","전국","자동차보험료",111.33
"2020. 05","전국","금융수수료",99.91
"2020. 05","전국","대입전형료",86.02
"2020. 05","전국","시험응시료",110.02
"2020. 05","전국","장례비",106.81
"2020. 06","전국","총지수",104.87
"2020. 06","전국","농축수산물",114.37
"2020. 06","전국","(농산물)곡물",114.63
"2020. 06","전국","쌀",114.58
"2020. 06","전국","현미",114.83
"2020. 06","전국","찹쌀",114.29
"2020. 06","전국","보리쌀",95.24
"2020. 06","전국","콩",126.95
"2020. 06","전국","땅콩",112.42
"2020. 06","전국","혼식곡",101.85
"2020. 06","전국","(농산물)채소",109.77
"2020. 06","전국","배추",152.14
"2020. 06","전국","상추",111.22
"2020. 06","전국","시금치",108.82
"2020. 06","전국","양배추",156.55
"2020. 06","전국","미나리",93.44
"2020. 06","전국","깻잎",108.86
"2020. 06","전국","부추",89.74
"2020. 06","전국","무",128.04
"2020. 06","전국","열무",126.36
"2020. 06","전국","당근",148.34
"2020. 06","전국","감자",117.50
"2020. 06","전국","고구마",161.75
"2020. 06","전국","도라지",109.95
"2020. 06","전국","콩나물",111.48
"2020. 06","전국","버섯",83.81
"2020. 06","전국","오이",83.40
"2020. 06","전국","풋고추",96.08
"2020. 06","전국","호박",90.94
"2020. 06","전국","가지",100.15
"2020. 06","전국","토마토",93.76
"2020. 06","전국","파",98.98
"2020. 06","전국","양파",109.53
"2020. 06","전국","마늘",87.37
"2020. 06","전국","브로콜리",114.24
"2020. 06","전국","고사리",101.22
"2020. 06","전국","파프리카",85.55
"2020. 06","전국","생강",143.41
"2020. 06","전국","(농산물)과실",105.67
"2020. 06","전국","사과",85.17
"2020. 06","전국","배",103.25
"2020. 06","전국","복숭아",74.94
"2020. 06","전국","포도",115.56
"2020. 06","전국","밤",110.71
"2020. 06","전국","감",130.52
"2020. 06","전국","귤",138.56
"2020. 06","전국","오렌지",92.90
"2020. 06","전국","참외",111.46
"2020. 06","전국","수박",119.00
"2020. 06","전국","딸기",78.33
"2020. 06","전국","바나나",111.97
"2020. 06","전국","키위",96.77
"2020. 06","전국","블루베리",98.03
"2020. 06","전국","아몬드",87.99
"2020. 06","전국","(농산물)기타농산물",114.80
"2020. 06","전국","고춧가루",120.84
"2020. 06","전국","참깨",108.80
"2020. 06","전국","인삼",97.03
"2020. 06","전국","생화",111.45
"2020. 06","전국","축산물",118.86
"2020. 06","전국","국산쇠고기",130.19
"2020. 06","전국","수입쇠고기",113.23
"2020. 06","전국","돼지고기",118.47
"2020. 06","전국","닭고기",96.15
"2020. 06","전국","달걀",101.38
"2020. 06","전국","꿀",116.82
"2020. 06","전국","수산물",121.38
"2020. 06","전국","갈치",101.20
"2020. 06","전국","명태",120.64
"2020. 06","전국","조기",96.00
"2020. 06","전국","고등어",111.61
"2020. 06","전국","오징어",202.65
"2020. 06","전국","게",148.29
"2020. 06","전국","굴",106.37
"2020. 06","전국","조개",122.94
"2020. 06","전국","전복",79.05
"2020. 06","전국","마른멸치",109.92
"2020. 06","전국","마른오징어",213.60
"2020. 06","전국","낙지",130.51
"2020. 06","전국","김",145.97
"2020. 06","전국","미역",105.33
"2020. 06","전국","공업제품",101.13
"2020. 06","전국","가공식품",106.42
"2020. 06","전국","밀가루",99.32
"2020. 06","전국","국수",97.48
"2020. 06","전국","라면",105.78
"2020. 06","전국","당면",107.46
"2020. 06","전국","두부",102.81
"2020. 06","전국","시리얼",92.86
"2020. 06","전국","부침가루",101.93
"2020. 06","전국","케이크",120.00
"2020. 06","전국","빵",120.45
"2020. 06","전국","떡",114.11
"2020. 06","전국","파스타면",106.85
"2020. 06","전국","소시지",103.18
"2020. 06","전국","햄및베이컨",99.43
"2020. 06","전국","오징어채",143.09
"2020. 06","전국","북어채",114.86
"2020. 06","전국","어묵",117.20
"2020. 06","전국","맛살",106.16
"2020. 06","전국","생선통조림",110.92
"2020. 06","전국","젓갈",134.65
"2020. 06","전국","우유",105.58
"2020. 06","전국","분유",87.02
"2020. 06","전국","치즈",99.98
"2020. 06","전국","발효유",108.15
"2020. 06","전국","참기름",119.22
"2020. 06","전국","식용유",89.33
"2020. 06","전국","과일가공품",107.27
"2020. 06","전국","단무지",100.35
"2020. 06","전국","맛김",112.01
"2020. 06","전국","초콜릿",104.58
"2020. 06","전국","사탕",95.89
"2020. 06","전국","껌",94.53
"2020. 06","전국","아이스크림",99.18
"2020. 06","전국","비스킷",98.33
"2020. 06","전국","스낵과자",109.61
"2020. 06","전국","파이",90.48
"2020. 06","전국","설탕",100.33
"2020. 06","전국","잼",103.17
"2020. 06","전국","물엿",98.72
"2020. 06","전국","소금",102.81
"2020. 06","전국","간장",110.79
"2020. 06","전국","된장",93.97
"2020. 06","전국","양념소스",100.95
"2020. 06","전국","고추장",104.92
"2020. 06","전국","카레",105.48
"2020. 06","전국","식초",118.21
"2020. 06","전국","드레싱",106.29
"2020. 06","전국","혼합조미료",121.47
"2020. 06","전국","스프",122.16
"2020. 06","전국","이유식",101.04
"2020. 06","전국","김치",119.36
"2020. 06","전국","밑반찬",114.22
"2020. 06","전국","냉동식품",99.77
"2020. 06","전국","즉석식품",111.40
"2020. 06","전국","삼각김밥",113.57
"2020. 06","전국","커피",94.87
"2020. 06","전국","차",99.30
"2020. 06","전국","주스",95.97
"2020. 06","전국","두유",114.83
"2020. 06","전국","생수",109.67
"2020. 06","전국","기능성음료",104.01
"2020. 06","전국","탄산음료",109.87
"2020. 06","전국","혼합음료",110.54
"2020. 06","전국","소주",120.48
"2020. 06","전국","과실주",96.37
"2020. 06","전국","맥주",109.02
"2020. 06","전국","막걸리",106.97
"2020. 06","전국","양주",102.50
"2020. 06","전국","약주",109.57
"2020. 06","전국","홍삼",100.00
"2020. 06","전국","건강기능식품",95.52
"2020. 06","전국","내구재",101.10
"2020. 06","전국","장롱",123.36
"2020. 06","전국","침대",127.22
"2020. 06","전국","거실장",116.64
"2020. 06","전국","소파",124.98
"2020. 06","전국","책상",123.83
"2020. 06","전국","의자",94.70
"2020. 06","전국","식탁",122.35
"2020. 06","전국","싱크대",114.92
"2020. 06","전국","전기밥솥",89.63
"2020. 06","전국","가스레인지",82.21
"2020. 06","전국","전자레인지",104.70
"2020. 06","전국","전기레인지",113.74
"2020. 06","전국","냉장고",93.10
"2020. 06","전국","김치냉장고",89.21
"2020. 06","전국","에어컨",109.60
"2020. 06","전국","선풍기",93.87
"2020. 06","전국","공기청정기",106.65
"2020. 06","전국","세탁기",107.45
"2020. 06","전국","청소기",113.75
"2020. 06","전국","믹서",67.10
"2020. 06","전국","보온매트",106.75
"2020. 06","전국","비데",78.09
"2020. 06","전국","보일러",101.86
"2020. 06","전국","소형승용차",98.75
"2020. 06","전국","중형승용차",96.43
"2020. 06","전국","대형승용차",100.92
"2020. 06","전국","경승용차",103.10
"2020. 06","전국","다목적승용차",95.14
"2020. 06","전국","수입승용차",100.69
"2020. 06","전국","자전거",104.24
"2020. 06","전국","자동차용품",90.60
"2020. 06","전국","휴대전화기",105.09
"2020. 06","전국","TV",66.57
"2020. 06","전국","영상음향기기",92.76
"2020. 06","전국","사진기",100.30
"2020. 06","전국","컴퓨터",96.09
"2020. 06","전국","휴대용멀티미디어기기",111.03
"2020. 06","전국","프린터",116.86
"2020. 06","전국","피아노",104.98
"2020. 06","전국","현악기",109.30
"2020. 06","전국","헬스기구",89.40
"2020. 06","전국","면도기",113.13
"2020. 06","전국","헤어드라이어",81.63
"2020. 06","전국","손목시계",103.90
"2020. 06","전국","장신구",117.33
"2020. 06","전국","섬유제품",104.44
"2020. 06","전국","남자외의",104.15
"2020. 06","전국","남자상의",102.63
"2020. 06","전국","남자학생복",43.23
"2020. 06","전국","남자하의",103.35
"2020. 06","전국","남자내의",101.34
"2020. 06","전국","여자외의",109.90
"2020. 06","전국","원피스",105.41
"2020. 06","전국","여자상의",100.08
"2020. 06","전국","여자학생복",44.54
"2020. 06","전국","여자하의",108.24
"2020. 06","전국","여자내의",105.76
"2020. 06","전국","점퍼",106.02
"2020. 06","전국","티셔츠",106.78
"2020. 06","전국","스웨터",110.19
"2020. 06","전국","청바지",104.46
"2020. 06","전국","운동복",103.64
"2020. 06","전국","등산복",101.66
"2020. 06","전국","아동복",104.36
"2020. 06","전국","유아복",95.97
"2020. 06","전국","양말",99.76
"2020. 06","전국","모자",104.12
"2020. 06","전국","넥타이",100.44
"2020. 06","전국","장갑",103.73
"2020. 06","전국","침구",110.59
"2020. 06","전국","커튼",96.55
"2020. 06","전국","출판물",103.74
"2020. 06","전국","유아용학습교재",105.21
"2020. 06","전국","초등학교학습서",114.96
"2020. 06","전국","중학교학습서",106.47
"2020. 06","전국","고등학교학습서",109.63
"2020. 06","전국","교과서",24.34
"2020. 06","전국","대학교재",105.79
"2020. 06","전국","서적",102.71
"2020. 06","전국","신문",111.11
"2020. 06","전국","석유류",87.40
"2020. 06","전국","취사용LPG",100.43
"2020. 06","전국","등유",85.37
"2020. 06","전국","부탄가스",99.44
"2020. 06","전국","휘발유",86.96
"2020. 06","전국","경유",85.98
"2020. 06","전국","자동차용LPG",92.83
"2020. 06","전국","의약품",103.21
"2020. 06","전국","감기약",111.48
"2020. 06","전국","진통제",124.03
"2020. 06","전국","소화제",119.14
"2020. 06","전국","정장제",120.82
"2020. 06","전국","위장약",113.13
"2020. 06","전국","진해거담제",131.39
"2020. 06","전국","소염진통제",110.95
"2020. 06","전국","피부질환제",112.53
"2020. 06","전국","치과구강용약",114.74
